ID,Case Number,Date,Latitude,Longitude
5186073,HM775317,01-01-2004 00:01,,
5190096,HM779436,01-01-2002 00:01,,
5190122,HM779435,01-01-2001 00:01,41.7773855,-87.60727085
5190630,HM782067,11/25/2004 05:00:00 PM,,
5191768,HM782663,12/31/2004 09:00:00 AM,,
5192825,HM782728,01-01-2003 00:01,,
5194726,HM780855,04-04-2004 09:00,,
5196371,HM786677,08-01-2004 00:01,,
5198314,HM781747,05-06-2003 14:00,,
5199099,HM788859,12/21/2003 06:00:00 PM,,
5201723,HM736973,01-01-2004 00:00,,
5205395,HM788749,01-01-2004 00:01,,
5206202,HM792408,03-01-2002 09:00,,
5210685,HM799543,01-01-2002 12:00,,
5212270,HM798282,01/31/2003 12:00:00 PM,,
5212890,HM798340,01-01-2003 09:00,,
5216269,HM775857,09-02-2004 08:30,,
5217612,HN102321,09/27/2004 12:00:00 AM,,
5218108,HN100863,04/15/2004 12:01:00 AM,,
5219302,HN102488,12-02-2001 12:00,41.77882281,-87.71912097
5219854,HN104275,02/16/2004 12:00:00 AM,,
5219995,HM602674,12-01-2004 01:00,,
5221368,HN101558,10-07-2004 00:01,,
5222267,HN106178,01-01-2002 09:00,,
5222335,HN105716,08/19/2004 12:00:00 AM,,
5223307,HN107401,05/30/2002 12:00:00 PM,,
5223662,HN107407,02-01-2001 00:00,41.75494098,-87.56523047
5225948,HN102254,01-01-2004 00:01,,
5226849,HN110016,05/30/2004 12:01:00 AM,,
5227579,HN110357,04-01-2004 12:00,,
5228416,HN112263,12-01-2003 00:00,,
5231420,HN112532,01-08-2004 09:20,,
5233406,HN115018,01-01-2001 00:00,41.87925891,-87.65126284
5233609,HN115182,01-06-2004 12:00,,
5233791,HN115529,03-01-2002 00:01,,
5235327,HN116277,01-10-2003 00:00,,
5237024,HN116441,01-01-2003 00:00,,
5237081,HN114574,11-04-2004 10:00,,
5238755,HN118317,10-01-2004 09:00,,
5242741,HN118896,07-01-2004 00:00,,
5244457,HN123535,01-01-2004 00:00,,
5246043,HN125398,01/27/2003 09:00:00 AM,,
5247960,HN126752,01-01-2004 00:00,,
5250465,HN126495,12/30/2002 12:01:00 AM,,
5250640,HN128586,01-01-2001 09:00,41.79196754,-87.63452852
5252295,HN129633,12/24/2004 04:00:00 PM,,
5252962,HN130169,08/31/2003 12:00:00 AM,,
5254547,HN130485,01-01-2004 00:00,,
5255203,HN128642,01-01-2003 09:00,,
5255659,HN130526,11-01-2003 13:00,,
5256613,HN129080,02-02-2002 09:00,,
5256866,HN130982,01/18/2004 08:45:00 AM,,
5257089,HN132595,01/19/2002 12:00:00 AM,,
5257282,HN131173,10-01-2002 09:00,,
5257426,HN132634,07-08-2004 09:00,,
5259096,HN134246,06-01-2001 09:00,41.79887337,-87.66000461
5259252,HN134462,01-01-2004 00:01,,
5264811,HN136494,08/15/2004 12:01:00 AM,,
5266515,HN139777,05-06-2002 00:01,,
5268211,HN140669,01-01-2001 09:00,41.89686606,-87.71987546
5268218,HN140666,01-02-2001 00:00,41.90819628,-87.67179578
5268718,HN140854,01/24/2004 12:00:00 AM,,
5268822,HN139360,02/24/2003 09:00:00 AM,,
5272490,HN142470,01-01-2003 00:01,,
5274595,HN142373,01-01-2004 00:01,,
5274857,HN141281,07/30/2003 12:01:00 AM,,
5277311,HN140807,01-01-2003 00:01,,
5279023,HN142650,01-06-2004 08:00,,
5280191,HN149116,07-01-2004 08:00,,
5280943,HN148238,02-02-2001 00:01,41.75397406,-87.64154126
5281401,G114422,02/26/2001 07:46:31 PM,41.8022384,-87.61391851
5281580,HN149673,12-08-2003 00:00,,
5281621,HN149283,01/29/2004 12:00:00 AM,,
5281646,HN149369,01/29/2003 12:00:00 AM,,
5282079,HN150433,01-01-2002 00:01,,
5282090,HN150549,01-01-2002 00:01,,
5285009,HN151503,08/18/2004 12:01:00 AM,,
5285296,HN151762,12-05-2002 10:00,,
5285337,HN152376,01-01-2004 00:01,,
